# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
1264 6 6 435 436 320 322 1 2 2 0 0 0 0 1 0 1
1266 6 6 576 581 320 320 5 0 0 0 0 0 0 1 0 0
1303 6 6 606 610 325 326 4 1 4 0 0 0 0 1 0 1
1311 6 6 525 528 327 329 3 2 6 0 0 0 0 1 0 1
1346 6 6 1383 1384 331 333 1 2 2 0 0 0 0 1 0 1
1390 6 6 521 523 340 343 2 3 6 0 0 0 0 1 0 1
1559 6 6 1352 1355 381 382 3 1 3 0 0 0 0 1 0 1
1689 6 6 819 822 409 410 3 1 3 0 0 0 0 1 0 1
1691 6 6 1586 1589 409 410 3 1 3 0 0 0 0 1 0 1
1945 6 5 1154 1156 456 458 2 2 4 0 0 0 1 1 0 1
2153 6 6 657 660 514 516 3 2 6 0 0 0 0 1 0 1
2248 6 6 729 733 545 546 4 1 4 0 0 0 0 1 0 1
2290 6 6 745 748 582 583 3 1 3 0 0 0 0 1 0 1
2355 6 6 1244 1247 835 836 3 1 3 0 0 0 0 1 0 1
2359 6 6 1199 1203 842 843 4 1 4 0 0 0 0 1 0 1
167 5 5 1758 1762 101 101 4 0 0 0 0 0 0 1 0 0
245 5 5 1902 1903 136 139 1 3 3 0 0 0 0 1 0 1
271 5 5 1607 1609 144 146 2 2 4 0 0 0 1 1 0 1
277 5 5 1880 1882 145 146 2 1 2 0 0 0 0 1 0 1
281 5 5 1631 1634 146 147 3 1 3 0 0 0 0 1 0 1
519 5 5 1462 1464 197 199 2 2 4 0 0 0 1 1 0 1
571 5 5 1732 1736 206 206 4 0 0 0 0 0 0 1 0 0
590 5 5 1422 1424 209 210 2 1 2 0 0 0 0 1 0 1
608 5 5 1418 1419 212 215 1 3 3 0 0 0 0 1 0 1
670 5 5 1505 1507 225 226 2 1 2 0 0 0 0 1 0 1
677 5 5 1665 1668 227 228 3 1 3 0 0 0 0 1 0 1
718 5 5 1392 1396 242 242 4 0 0 0 0 0 0 1 0 0
744 5 5 1391 1394 249 250 3 1 3 0 0 0 0 1 0 1
1007 5 5 1557 1558 286 289 1 3 3 0 0 0 0 1 0 1
1017 5 5 1512 1513 288 290 1 2 2 0 0 0 0 1 0 1
1073 5 5 258 262 294 294 4 0 0 0 0 0 0 1 0 0
1134 5 5 453 456 301 302 3 1 3 0 0 0 0 1 0 1
1191 5 5 1594 1594 310 314 0 4 0 0 0 0 0 1 0 0
1306 5 5 1247 1248 325 327 1 2 2 0 0 0 0 1 0 1
1324 5 5 725 727 329 331 2 2 4 0 0 0 1 1 0 1
1449 5 5 747 748 350 353 1 3 3 0 0 0 0 1 0 1
1657 5 5 1571 1573 403 405 2 2 4 0 0 0 1 1 0 1
1724 5 5 1410 1414 414 414 4 0 0 0 0 0 0 1 0 0
1734 5 5 751 754 416 417 3 1 3 0 0 0 0 1 0 1
2064 5 5 1527 1531 488 488 4 0 0 0 0 0 0 1 0 0
2068 5 4 1325 1327 490 492 2 2 4 0 0 0 1 1 0 1
2098 5 5 771 772 501 503 1 2 2 0 0 0 0 1 0 1
2106 5 5 1508 1509 502 504 1 2 2 0 0 0 0 1 0 1
2156 5 5 435 439 515 515 4 0 0 0 0 0 0 1 0 0
2182 5 5 578 580 522 523 2 1 2 0 0 0 0 1 0 1
2334 5 5 1758 1762 761 761 4 0 0 0 0 0 0 1 0 0
28 4 4 0 1 18 19 1 1 1 0 0 0 1 1 0 1
63 4 4 1844 1847 46 46 3 0 0 0 0 0 0 1 0 0
116 4 4 1627 1630 79 79 3 0 0 0 0 0 0 1 0 0
143 4 4 1823 1826 88 88 3 0 0 0 0 0 0 1 0 0
244 4 4 1472 1474 136 137 2 1 2 0 0 0 0 1 0 1
256 4 4 1880 1881 139 141 1 2 2 0 0 0 0 1 0 1
320 4 4 1628 1630 157 158 2 1 2 0 0 0 0 1 0 1
412 4 4 1481 1484 176 176 3 0 0 0 0 0 0 1 0 0
465 4 4 1533 1535 187 188 2 1 2 0 0 0 0 1 0 1
496 4 4 1411 1414 193 193 3 0 0 0 0 0 0 1 0 0
506 4 4 1378 1381 195 195 3 0 0 0 0 0 0 1 0 0
548 4 4 1541 1544 203 203 3 0 0 0 0 0 0 1 0 0
592 4 4 1532 1535 209 209 3 0 0 0 0 0 0 1 0 0
603 4 4 1427 1429 211 212 2 1 2 0 0 0 0 1 0 1
